"Id","Name","borough","longitude","latitude"
"1","Newark Airport","EWR",-74.1742753577586,40.6902288706897
"10","Baisley Park","Queens",-73.7903227381529,40.6779285487261
"100","Garment District","Manhattan",-73.9886982384,40.7534116428
"101","Glen Oaks","Queens",-73.7156090173288,40.7465081302055
"102","Glendale","Queens",-73.877069532963,40.7018101108642
"103","Governor's Island/Ellis Island/Liberty Island","Manhattan",-74.0405958523333,40.699480792
"104","Governor's Island/Ellis Island/Liberty Island","Manhattan",-74.0457870754167,40.690338625625
"105","Governor's Island/Ellis Island/Liberty Island","Manhattan",-74.0169588719156,40.6900106590584
"106","Gowanus","Brooklyn",-73.9918786094444,40.673816026
"107","Gramercy","Manhattan",-73.9842680891071,40.7367076948214
"108","Gravesend","Brooklyn",-73.9886266240364,40.5865614077091
"109","Great Kills","Staten Island",-74.1435167037026,40.5430505598142
"11","Bath Beach","Brooklyn",-74.009029454,40.6026955658182
"110","Great Kills Park","Staten Island",-74.1299817685294,40.5403666310727
"111","Green-Wood Cemetery","Brooklyn",-73.9906767959524,40.6530658038095
"112","Greenpoint","Brooklyn",-73.9505161223016,40.7343914271032
"113","Greenwich Village North","Manhattan",-73.9942023167568,40.7319132710811
"114","Greenwich Village South","Manhattan",-73.9969579559524,40.7276515221429
"115","Grymes Hill/Clifton","Staten Island",-74.0844740043925,40.6189221293925
"116","Hamilton Heights","Manhattan",-73.950724605514,40.8279264094393
"117","Hammels/Arverne","Queens",-73.79131621149,40.5968281666888
"118","Heartland Village/Todt Hill","Staten Island",-74.1284295310256,40.5885485321893
"119","Highbridge","Bronx",-73.926266467971,40.8379379656522
"12","Battery Park","Manhattan",-74.0154773719205,40.7020914215232
"120","Highbridge Park","Manhattan",-73.9313229735574,40.8448613021849
"121","Hillcrest/Pomonok","Queens",-73.8053638212785,40.7283575642922
"122","Hollis","Queens",-73.7640311916832,40.7104483967327
"123","Homecrest","Brooklyn",-73.9647421562963,40.5982631830864
"124","Howard Beach","Queens",-73.8473732626455,40.6553546074903
"125","Hudson Sq","Manhattan",-74.0089177190909,40.7257606707576
"126","Hunts Point","Bronx",-73.8891289988079,40.8073646484547
"127","Inwood","Manhattan",-73.917485007771,40.8625954383181
"128","Inwood Hill Park","Manhattan",-73.9213801646865,40.8746561497806
"129","Jackson Heights","Queens",-73.8871835223437,40.7594835018229
"13","Battery Park City","Manhattan",-74.0173260645122,40.7094190571138
"130","Jamaica","Queens",-73.7905268647853,40.7061384588344
"131","Jamaica Estates","Queens",-73.777824384127,40.7195457113968
"132","JFK Airport","Queens",-73.7837450110595,40.6390678711578
"133","Kensington","Brooklyn",-73.976522249079,40.6407323071053
